tweet_id,timestamp,name,stage,stage,breed,rating,confidence,retweet_count,favorite_count,text,jpg_url
889531135344209921,2017-07-24 17:02:04+00:00,Stuart,puppo,,Golden Retriever,1.3,0.953442,1966.0,13804.0,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg
889278841981685760,2017-07-24 00:19:32+00:00,Oliver,,,Whippet,1.3,0.626152,4638.0,22863.0,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg
888917238123831296,2017-07-23 00:22:39+00:00,Jim,,,Golden Retriever,1.2,0.714719,3908.0,26479.0,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg
888804989199671297,2017-07-22 16:56:37+00:00,Zeke,,,Golden Retriever,1.3,0.46976,3703.0,23244.0,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg
888554962724278272,2017-07-22 00:23:06+00:00,Ralphus,,,Siberian Husky,1.3,0.700377,3009.0,17919.0,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg
888202515573088257,2017-07-21 01:02:36+00:00,Canela,,,Pembroke,1.3,0.809197,,,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg
888078434458587136,2017-07-20 16:49:33+00:00,Gerald,,,French Bulldog,1.2,0.995026,3033.0,19810.0,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg
887705289381826560,2017-07-19 16:06:48+00:00,Jeffrey,,,Basset,1.3,0.821664,4713.0,27551.0,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg
887517139158093824,2017-07-19 03:39:09+00:00,such,,,,1.4,,10265.0,42142.0,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,
887473957103951883,2017-07-19 00:47:34+00:00,Canela,,,,1.3,,15684.0,62342.0,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,
887343217045368832,2017-07-18 16:08:03+00:00,None,,,Mexican Hairless,1.3,0.330741,9201.0,30577.0,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg
887101392804085760,2017-07-18 00:07:08+00:00,None,,,Samoyed,1.2,0.733942,5206.0,27877.0,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg
886983233522544640,2017-07-17 16:17:36+00:00,Maya,,,Chihuahua,1.3,0.793469,6662.0,31566.0,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
886736880519319552,2017-07-16 23:58:41+00:00,Mingus,,,Kuvasz,1.3,0.309706,2765.0,10853.0,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
886680336477933568,2017-07-16 20:14:00+00:00,Derek,,,,1.3,,3906.0,20441.0,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,
886366144734445568,2017-07-15 23:25:31+00:00,Roscoe,pupper,,French Bulldog,1.2,0.999201,2761.0,19189.0,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
886267009285017600,2017-07-15 16:51:35+00:00,None,,,,1.2,,3.0,107.0,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,
886258384151887873,2017-07-15 16:17:19+00:00,Waffles,,,Pug,1.3,0.943575,5518.0,25436.0,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg
886054160059072513,2017-07-15 02:45:48+00:00,None,,,,1.2,,96.0,0.0,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,
885984800019947520,2017-07-14 22:10:11+00:00,Jimbo,,,Blenheim Spaniel,1.2,0.972494,5856.0,29594.0,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
885528943205470208,2017-07-13 15:58:47+00:00,Maisey,,,Pug,1.3,0.369275,5578.0,32675.0,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
885518971528720385,2017-07-13 15:19:09+00:00,None,,,,1.4,,3261.0,18616.0,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,
885311592912609280,2017-07-13 01:35:06+00:00,Lilly,,,Labrador Retriever,1.3,0.908703,16132.0,0.0,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg
885167619883638784,2017-07-12 16:03:00+00:00,None,,,Malamute,1.3,0.8124819999999999,3817.0,19886.0,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
884925521741709313,2017-07-12 00:01:00+00:00,Earl,,,Italian Greyhound,1.2,0.259916,15753.0,69849.0,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg
884876753390489601,2017-07-11 20:47:12+00:00,Lola,,,Chow,1.3,0.822103,4877.0,25273.0,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
884562892145688576,2017-07-11 00:00:02+00:00,Kevin,,,Pug,1.3,0.5464060000000001,4098.0,22084.0,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
884441805382717440,2017-07-10 15:58:53+00:00,None,,,Pembroke,1.4,0.993225,4973.0,24656.0,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
884247878851493888,2017-07-10 03:08:17+00:00,None,,,,1.3,,17727.0,65785.0,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,
884162670584377345,2017-07-09 21:29:42+00:00,Yogi,doggo,,German Shepherd,1.2,0.707046,2614.0,18541.0,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg
883838122936631299,2017-07-09 00:00:04+00:00,Noah,,,Doberman,1.2,0.610946,2984.0,19857.0,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg
883482846933004288,2017-07-08 00:28:19+00:00,Bella,,,Golden Retriever,1.35,0.943082,8625.0,41637.0,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
883360690899218434,2017-07-07 16:22:55+00:00,Grizzwald,floofer,,Chow,1.3,0.987997,3213.0,20614.0,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
883117836046086144,2017-07-07 00:17:54+00:00,None,,,Golden Retriever,1.3,0.949562,5789.0,33695.0,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
882992080364220416,2017-07-06 15:58:11+00:00,Rusty,,,Eskimo Dog,1.3,0.466778,3385.0,21712.0,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882762694511734784,2017-07-06 00:46:41+00:00,Gus,pupper,,Labrador Retriever,1.2,0.85005,4263.0,25663.0,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
882627270321602560,2017-07-05 15:48:34+00:00,Stanley,,,Pembroke,1.3,0.542982,5289.0,25485.0,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,2017-07-04 16:01:23+00:00,Alfy,,,Golden Retriever,1.3,0.762211,10098.0,40661.0,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,2017-07-04 01:18:17+00:00,Koko,,,Golden Retriever,1.3,0.00694063,4246.0,26635.0,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,2017-07-03 16:04:48+00:00,Rey,,,Weimaraner,1.2,0.291539,2971.0,22154.0,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,2017-07-03 00:11:11+00:00,Gary,,,Saluki,1.3,0.529012,9328.0,46072.0,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881633300179243008,2017-07-02 21:58:53+00:00,None,,,,1.7,,8.0,114.0,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,
881536004380872706,2017-07-02 15:32:16+00:00,a,pupper,,Samoyed,1.4,0.281463,13991.0,44963.0,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
881268444196462592,2017-07-01 21:49:04+00:00,Elliot,,,,1.2,,4643.0,21183.0,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,
880935762899988482,2017-06-30 23:47:07+00:00,Louis,,,,1.3,,2441.0,15551.0,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,
880872448815771648,2017-06-30 19:35:32+00:00,None,,,Pembroke,1.2,0.791416,3336.0,19371.0,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
880465832366813184,2017-06-29 16:39:47+00:00,Bella,,,Golden Retriever,1.2,0.913255,5430.0,25858.0,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,2017-06-29 00:27:25+00:00,Jesse,,,Chihuahua,1.2,0.238525,3627.0,24489.0,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,2017-06-28 16:09:20+00:00,None,,,Miniature Pinscher,1.1,0.120298,3802.0,25127.0,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,2017-06-28 00:42:13+00:00,Romeo,,,Basset,1.3,0.813507,3045.0,20365.0,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879674319642796034,2017-06-27 12:14:36+00:00,None,,,,1.4,,10.0,288.0,@RealKentMurphy 14/10 confirmed,
879492040517615616,2017-06-27 00:10:17+00:00,Bailey,,,German Short-Haired Pointer,1.2,0.479896,2769.0,21388.0,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,2017-06-26 19:07:24+00:00,Duddles,,,English Springer,1.3,0.383404,39035.0,96102.0,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,2017-06-26 16:31:08+00:00,Jack,,,Labrador Retriever,1.2,0.0334961,2742.0,15349.0,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879130579576475649,2017-06-26 00:13:58+00:00,Emmy,,,,1.4,,5973.0,0.0,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,
879050749262655488,2017-06-25 18:56:45+00:00,Steven,,,,1.1,,4127.0,20514.0,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,
879008229531029506,2017-06-25 16:07:47+00:00,Beau,,,Vizsla,1.3,0.960513,2343.0,17317.0,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,2017-06-25 00:45:22+00:00,Snoopy,puppo,,Italian Greyhound,1.3,0.734684,3599.0,17669.0,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878604707211726852,2017-06-24 13:24:20+00:00,None,,,,1.3,,6187.0,27363.0,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,
878404777348136964,2017-06-24 00:09:53+00:00,Shadow,,,,1.3,,1117.0,0.0,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",
878316110768087041,2017-06-23 18:17:33+00:00,Terrance,,,,1.1,,5793.0,0.0,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,
878281511006478336,2017-06-23 16:00:04+00:00,Shadow,,,Basset,1.3,0.32042,1117.0,7023.0,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,2017-06-23 01:10:23+00:00,Emmy,,,French Bulldog,1.4,0.839097,5973.0,38339.0,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,2017-06-22 03:54:17+00:00,Aja,,,Chesapeake Bay Retriever,1.3,0.8379559999999999,16573.0,71945.0,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877611172832227328,2017-06-21 19:36:23+00:00,None,pupper,,Irish Setter,1.4,0.364729,71.0,0.0,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg
877556246731214848,2017-06-21 15:58:08+00:00,Penny,,,Basset,1.2,0.995368,3321.0,20663.0,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,2017-06-21 00:06:44+00:00,Dante,,,Saluki,1.3,0.5099670000000001,4564.0,25003.0,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,2017-06-20 16:29:50+00:00,Nelly,,,Pembroke,1.2,0.93112,4863.0,24672.0,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
876838120628539392,2017-06-19 16:24:33+00:00,Ginger,pupper,,Bloodhound,1.2,0.575751,2925.0,18865.0,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
876537666061221889,2017-06-18 20:30:39+00:00,None,,,,1.4,,4128.0,21694.0,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,
876484053909872640,2017-06-18 16:57:37+00:00,Benedict,,,Golden Retriever,1.3,0.874566,2079.0,17125.0,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
876120275196170240,2017-06-17 16:52:05+00:00,Venti,,,Bernese Mountain Dog,1.3,0.534327,4083.0,25550.0,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
875747767867523072,2017-06-16 16:11:53+00:00,Goose,,,Labrador Retriever,1.3,0.799551,3754.0,22920.0,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
875144289856114688,2017-06-15 00:13:52+00:00,Nugget,,,Siberian Husky,1.3,0.245048,4302.0,20009.0,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
875097192612077568,2017-06-14 21:06:43+00:00,None,,,,1.3,,5349.0,25061.0,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,
875021211251597312,2017-06-14 16:04:48+00:00,None,,,West Highland White Terrier,1.2,0.7143189999999999,4148.0,23318.0,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
874680097055178752,2017-06-13 17:29:20+00:00,Cash,,,Labrador Retriever,1.2,0.836052,4079.0,25407.0,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
874434818259525634,2017-06-13 01:14:41+00:00,Coco,,,,1.2,,12769.0,0.0,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,
874296783580663808,2017-06-12 16:06:11+00:00,Jed,pupper,,Cocker Spaniel,1.3,0.437216,3636.0,23814.0,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
874057562936811520,2017-06-12 00:15:36+00:00,None,,,Flat-Coated Retriever,1.2,0.8321770000000001,3510.0,20776.0,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
874012996292530176,2017-06-11 21:18:31+00:00,Sebastian,puppo,,Cardigan,1.3,0.806674,8984.0,31197.0,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
873697596434513921,2017-06-11 00:25:14+00:00,Walter,,,French Bulldog,1.4,0.0999839,,,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg
